query,model,rank,doc_id,score,term_overlap,term_overlap_ratio,content_snippet,relevan_manual
bantuan sembako warga terdampak pandemi,TF,6,9070,0.38979223247279315,4,0.8,"  Pemerintah Kota Makassar menyiapkan 100 ribu paket sembako yang akan dibagikan sebagai dampak penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) level 4. Agar penyaluran tepat sasaran, RT ",
bantuan sembako warga terdampak pandemi,TF,7,11137,0.3834766262457429,4,0.8,"  Gubernur Bali, Wayan Koster menyampaikan, bahwa Pemerintah menyalurkan berbagai bantuan sosial kepada masyarakat, termasuk di Bali yang terdampak Pandemi Covid-19 dalam penerapan PPKM Darurat. ""Tota",
bantuan sembako warga terdampak pandemi,TF,8,11471,0.3744982812451903,4,0.8,"  Korlantas Polri menggelar bakti sosial di kawasan Bintaro, Tangerang Selatan, Banten. Anggota polwan Korlantas Polri disebar untuk membagikan paket beras kepada warga yang perekonomiannya terdampak ",
bantuan sembako warga terdampak pandemi,TF,9,7254,0.36478879662310393,3,0.6,"  Korban banjir akibat luapan sungai Cibeet di Kampung Pangasinan, Desa Karangligar, Kecamatan Telukjambe Barat, Karawang, mengaku selama dua hari mengungsi di emper rumah penduduk yang aman dari banj",
bantuan sembako warga terdampak pandemi,TF,10,2022,0.36105792641255524,5,1.0,"Gubernur Jawa Barat Ridwan Kamil mengatakan, bantuan sosial (bansos) dari pemerintah pusat sudah mulai disalurkan pekan ini. Jumlah penerima bansos di Jabar mengalami peningkatan, dari sekitar 40 pers",
bantuan sembako warga terdampak pandemi,TF-IDF,1,9070,0.3702041526948862,4,0.8,"  Pemerintah Kota Makassar menyiapkan 100 ribu paket sembako yang akan dibagikan sebagai dampak penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) level 4. Agar penyaluran tepat sasaran, RT ",
bantuan sembako warga terdampak pandemi,TF-IDF,2,6225,0.3329928586524157,4,0.8,"  Sejak pandemi Covid-19 berlangsung, Rokayah warga Kemayoran, Jakarta Pusat menerima bantuan Kartu Sembako dari Pemerintah. Bantuan paket sembako tersebut berisi 10 kilogram beras, 15 butir telur aya",
bantuan sembako warga terdampak pandemi,TF-IDF,3,6084,0.32895615648739357,3,0.6,"  Penelitian Big Data Continuum Indonesia Omar Abdillah melakukan survei respon masyarakat terkait PPn Sembako. Pengumpulan data dilakukan melalui media sosial, Twitter selama 10 hari sejak draf PPN s",
bantuan sembako warga terdampak pandemi,TF-IDF,4,11131,0.316209120596665,5,1.0,"  Gerakan warga bantu warga di Bali, kian banyak di tengah Pandemi Covid-19. Pelaksanaan PPKM darurat juga membuat sejumlah warga mengibarkan bendera putih mengharapkan bantuan. Seperti yang dilakukan",
bantuan sembako warga terdampak pandemi,TF-IDF,5,1458,0.3022081828981477,4,0.8,"Polda Jawa Timur (Jatim) menindaklanjuti instruksi dari Kapolri Jenderal Listyo Sigit Prabowo, dengan menurunkan Bhabinkamtibmas dibantu Babinsa, membagikan sembako Pemberlakuan Pembatasan Kegiatan Ma",
bantuan sembako warga terdampak pandemi,TF-IDF,6,2400,0.2991857620903972,5,1.0," Presiden Joko Widodo atau Jokowi memilih turun ke rumah warga atau blusukan di malam hari untuk membagikan paket sembako, bagi mereka yang membutuhkan di masa PPKM Darurat. Berdasarkan pantauan dari ",
bantuan sembako warga terdampak pandemi,TF-IDF,7,6241,0.29295677076952503,4,0.8,  Presiden Joko Widodo mengatakan akan menambah anggaran perlindungan sosial untuk meringankan beban masyarakat yang terdampak kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM). Pemerintah ,
bantuan sembako warga terdampak pandemi,TF-IDF,8,6,0.28934151279650167,4,0.8,Polri dan TNI bersama organisasi kepemudaan di Kota Bogor mendistribusikan 1.300 paket sembako untuk masyarakat terdampak Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 4. Paket sembako didi,
bantuan sembako warga terdampak pandemi,TF-IDF,9,6226,0.28836688034129326,3,0.6,  Sudah satu tahun nama Rizal terdaftar sebagai penerima bantuan dari pemerintah. Dia mengaku tidak pernah mendaftarkan diri sebagai penerima Bantuan Sosial Tunai (BST). Kabar namanya terdaftar sebaga,
bantuan sembako warga terdampak pandemi,TF-IDF,10,2433,0.2738331150604889,3,0.6, Menteri Koordinator Bidang Kemaritiman dan Investasi Luhut Binsar Panjaitan menyampaikan bahwa pemerintah akan membagikan bantuan beras kepada masyarakat yang terdampak kebijakan PPKM darurat. Bantua,
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),1,7158,0.8855012765920158,5,1.0,"  Keluarga Abas Basari (48) warga Desa Gempol, Kecamatan Banyusari, Kabupaten Karawang, mengaku tidak pernah mendapat bantuan sosial dari pemerintah baik pemerintah pusat, provinsi maupun kabupaten. P",
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),2,2017,0.8809597431931154,3,0.6,Sebanyak 70 persen atau 41.853 ribu keluarga penerima manfaat (KPM) di Kota Bandung disebut telah mendapatkan bantuan sosial (bansos). Bantuan tersebut disalurkan kepada warga yang terdampak saat pemb,
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),3,7622,0.8699533372897952,2,0.4,  Pemerintah Jokowi terus mempercepat penyaluran bantuan sosial (bansos) kepada masyarakat dan dunia usaha selama pelaksanaan Pembatasan Pemberlakuan Kegiatan Masyarakat (PPKM) Darurat. Bantuan ini di,
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),4,2028,0.8634507414395227,4,0.8,Pemerintah Kota (Pemkot) Bandung mulai menyalurkan bantuan sosial atau bansos kepada masyarakat yang terdampak kebijakan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) darurat. Bansos tersebut ba,
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),5,11137,0.8629921642121854,4,0.8,"  Gubernur Bali, Wayan Koster menyampaikan, bahwa Pemerintah menyalurkan berbagai bantuan sosial kepada masyarakat, termasuk di Bali yang terdampak Pandemi Covid-19 dalam penerapan PPKM Darurat. ""Tota",
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),6,1011,0.8616089920668011,4,0.8," Sebanyak 18,8 juta Keluarga Penerima Manfaat (KPM) Kartu Sembako/ Bantuan Pangan Non-Tunai atau bansos akan menerima tambahan bantuan selama 2 bulan. Tambahan bantuan masih sama  senilai Rp 200.000 p",
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),7,9035,0.859666908180065,4,0.8,"  Presiden Joko Widodo menginstruksikan agar manfaat anggaran dana desa bisa dirasakan seluruh warga desa di Tanah Air. Oleh karena itu, di tengah pandemi Covid-19, anggaran dana desa dialihkan sebagi",
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),8,685,0.8587647910826192,3,0.6,"Menteri Koordinator Maritim dan Investasi, Luhut Binsar Panjaitan mengatakan pemerintah akan menambah dana bansos sebesar Rp 39,19 Triliun. Penyaluran bansos akan diserahkan kepada Kementerian keuanga",
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),9,14096,0.8563665589466198,5,1.0,"  Sudah 20 hari Suharjo beserta lima anggota keluarganya menjalani isolasi mandiri. Satu keluarga itu terpapar virus Covid-19. Semenjak menjalani isolasi mandiri, ekonomi keluarga yang tinggal di Kamp",
bantuan sembako warga terdampak pandemi,Word2Vec (TF-IDF weighted),10,2022,0.8539748138186278,5,1.0,"Gubernur Jawa Barat Ridwan Kamil mengatakan, bantuan sosial (bansos) dari pemerintah pusat sudah mulai disalurkan pekan ini. Jumlah penerima bansos di Jabar mengalami peningkatan, dari sekitar 40 pers",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),1,7158,-19.290338020022084,5,1.0,"  Keluarga Abas Basari (48) warga Desa Gempol, Kecamatan Banyusari, Kabupaten Karawang, mengaku tidak pernah mendapat bantuan sosial dari pemerintah baik pemerintah pusat, provinsi maupun kabupaten. P",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),2,11131,-21.222382119821873,5,1.0,"  Gerakan warga bantu warga di Bali, kian banyak di tengah Pandemi Covid-19. Pelaksanaan PPKM darurat juga membuat sejumlah warga mengibarkan bendera putih mengharapkan bantuan. Seperti yang dilakukan",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),3,2400,-21.378079025339794,5,1.0," Presiden Joko Widodo atau Jokowi memilih turun ke rumah warga atau blusukan di malam hari untuk membagikan paket sembako, bagi mereka yang membutuhkan di masa PPKM Darurat. Berdasarkan pantauan dari ",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),4,7039,-21.510829262090404,5,1.0,"  Kepolisian Resor Karawang menggelar vaksinasi keliling bagi warga kabupaten Karawang, Jawa Barat dengan sasaran permukiman padat penduduk. ""Kita melakukan vaksinasi 'jemput bola', dengan sasaran war",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),5,2022,-21.618095642491745,5,1.0,"Gubernur Jawa Barat Ridwan Kamil mengatakan, bantuan sosial (bansos) dari pemerintah pusat sudah mulai disalurkan pekan ini. Jumlah penerima bansos di Jabar mengalami peningkatan, dari sekitar 40 pers",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),6,8533,-21.895256961581005,5,1.0,  Gubernur Jawa Barat (Jabar) Ridwan Kamil menyalurkan bantuan berupa tunai dan sembako kepada masyarakat terdampak Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat setelah menjalankan salat,
bantuan sembako warga terdampak pandemi,QL (No Smoothing),7,4606,-22.600746118041023,5,1.0,"  Simpul-simpul gotong royong warga terbentuk secara alamiah di tengah pandemi Covid-19 yang makin merajalela di Indonesia. Di Kota Serang Banten, warga saling bantu memastikan pasien Covid-19 bergeja",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),8,3626,-22.81681751123734,5,1.0,"Bertepatan dengan Hari Raya Idul Adha 1442 Hijriaah, Pemerintah Kota Tangerang bersama PT Pos Indonesia, mulai mendistribusikan Bantuan Sosial Tunai (BST) atau Bansos Tunai untuk masyarakat yang terda",
bantuan sembako warga terdampak pandemi,QL (No Smoothing),9,2950,-22.950679538218058,5,1.0, Kapolri Jenderal Polisi Listyo Sigit Prabowo terus menyalurkan bantuan sosial (bansos) dari institusi Polri kepada masyarakat terdampak PPKM Darurat. Dia memerintahkan jajarannya untuk tanggap terhad,
bantuan sembako warga terdampak pandemi,QL (No Smoothing),10,1388,-23.075354273217915,5,1.0,"Di tengah masa penerapan PPKM Darurat, Presiden Joko Widodo atau Jokowi terjun langsung ke rumah warga atau blusukan di malam hari pada Kamis 15 Juli 2021 untuk membagikan paket sembako. Berdasarkan p",
bantuan sembako warga terdampak pandemi,QL (Laplace),1,2022,-49.51515834780884,5,1.0,"Gubernur Jawa Barat Ridwan Kamil mengatakan, bantuan sosial (bansos) dari pemerintah pusat sudah mulai disalurkan pekan ini. Jumlah penerima bansos di Jabar mengalami peningkatan, dari sekitar 40 pers",
bantuan sembako warga terdampak pandemi,QL (Laplace),2,1388,-49.58057494924458,5,1.0,"Di tengah masa penerapan PPKM Darurat, Presiden Joko Widodo atau Jokowi terjun langsung ke rumah warga atau blusukan di malam hari pada Kamis 15 Juli 2021 untuk membagikan paket sembako. Berdasarkan p",
bantuan sembako warga terdampak pandemi,QL (Laplace),3,14096,-49.61676766521942,5,1.0,"  Sudah 20 hari Suharjo beserta lima anggota keluarganya menjalani isolasi mandiri. Satu keluarga itu terpapar virus Covid-19. Semenjak menjalani isolasi mandiri, ekonomi keluarga yang tinggal di Kamp",
bantuan sembako warga terdampak pandemi,QL (Laplace),4,11131,-49.73866340393043,5,1.0,"  Gerakan warga bantu warga di Bali, kian banyak di tengah Pandemi Covid-19. Pelaksanaan PPKM darurat juga membuat sejumlah warga mengibarkan bendera putih mengharapkan bantuan. Seperti yang dilakukan",
bantuan sembako warga terdampak pandemi,QL (Laplace),5,11513,-50.514939201285685,5,1.0,  Menteri Sosial (Mensos) Tri Rismaharini memastikan validitas dan akurasi Data Terpadu Kesejahteraan Sosial (DTKS) dengan teknologi digital sehingga memudahkan penerima manfaat mendapatkan bantuan so,
bantuan sembako warga terdampak pandemi,QL (Laplace),6,11897,-50.65599192045454,5,1.0,  Anggota DPR Fraksi Demokrat Marwan Cik Asan membela Ketua Fraksi Partai Demokrat (FPD) Edhie Baskoro Yudhoyono (Ibas) yang mendapat kritikan balik dari sejumlah pihak lantaran khawatir RI gagal dala,
bantuan sembako warga terdampak pandemi,QL (Laplace),7,4929,-50.701014948200154,4,0.8, Pemerintah Kabupaten (Pemkab) Purbalingga memastikan bantuan Jaring Pengaman Sosial (JPS) untuk warga masyarakat yang terdampak Covid-19 akan segera didistribusikan. Sebanyak 36.850 paket sembako ren,
bantuan sembako warga terdampak pandemi,QL (Laplace),8,6566,-50.770519177140955,5,1.0,  Kapolri Jenderal Listyo Sigit Prabowo menginstruksikan kepada seluruh anggota Polri untuk mempercepat penyaluran bantuan sosial saat Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 4 Jawa-B,
bantuan sembako warga terdampak pandemi,QL (Laplace),9,4606,-50.78369753259767,5,1.0,"  Simpul-simpul gotong royong warga terbentuk secara alamiah di tengah pandemi Covid-19 yang makin merajalela di Indonesia. Di Kota Serang Banten, warga saling bantu memastikan pasien Covid-19 bergeja",
bantuan sembako warga terdampak pandemi,QL (Laplace),10,4372,-50.82305641845773,5,1.0," Di masa penerapan Pemberlakukan Pembatasan Kegiatan Masyarakat (PPKM) level 4, Pemerintah akan menggelontorkan kembali sejumlah bantuan sosial (bansos) untuk masyarakat yang terdampak pandemi covid-1",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),1,7158,-22.470804820430523,5,1.0,"  Keluarga Abas Basari (48) warga Desa Gempol, Kecamatan Banyusari, Kabupaten Karawang, mengaku tidak pernah mendapat bantuan sosial dari pemerintah baik pemerintah pusat, provinsi maupun kabupaten. P",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),2,9070,-24.066332431026705,4,0.8,"  Pemerintah Kota Makassar menyiapkan 100 ribu paket sembako yang akan dibagikan sebagai dampak penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) level 4. Agar penyaluran tepat sasaran, RT ",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),3,11131,-24.25246805080497,5,1.0,"  Gerakan warga bantu warga di Bali, kian banyak di tengah Pandemi Covid-19. Pelaksanaan PPKM darurat juga membuat sejumlah warga mengibarkan bendera putih mengharapkan bantuan. Seperti yang dilakukan",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),4,2022,-24.380788643127442,5,1.0,"Gubernur Jawa Barat Ridwan Kamil mengatakan, bantuan sosial (bansos) dari pemerintah pusat sudah mulai disalurkan pekan ini. Jumlah penerima bansos di Jabar mengalami peningkatan, dari sekitar 40 pers",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),5,2400,-24.39682261021434,5,1.0," Presiden Joko Widodo atau Jokowi memilih turun ke rumah warga atau blusukan di malam hari untuk membagikan paket sembako, bagi mereka yang membutuhkan di masa PPKM Darurat. Berdasarkan pantauan dari ",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),6,7039,-24.572872411359743,5,1.0,"  Kepolisian Resor Karawang menggelar vaksinasi keliling bagi warga kabupaten Karawang, Jawa Barat dengan sasaran permukiman padat penduduk. ""Kita melakukan vaksinasi 'jemput bola', dengan sasaran war",
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),7,8533,-24.82891372637814,5,1.0,  Gubernur Jawa Barat (Jabar) Ridwan Kamil menyalurkan bantuan berupa tunai dan sembako kepada masyarakat terdampak Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Darurat setelah menjalankan salat,
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),8,6241,-25.06612582489882,4,0.8,  Presiden Joko Widodo mengatakan akan menambah anggaran perlindungan sosial untuk meringankan beban masyarakat yang terdampak kebijakan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM). Pemerintah ,
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),9,6,-25.154124797185872,4,0.8,Polri dan TNI bersama organisasi kepemudaan di Kota Bogor mendistribusikan 1.300 paket sembako untuk masyarakat terdampak Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Level 4. Paket sembako didi,
bantuan sembako warga terdampak pandemi,QL (Linear Interpolation),10,1458,-25.26476724236946,4,0.8,"Polda Jawa Timur (Jatim) menindaklanjuti instruksi dari Kapolri Jenderal Listyo Sigit Prabowo, dengan menurunkan Bhabinkamtibmas dibantu Babinsa, membagikan sembako Pemberlakuan Pembatasan Kegiatan Ma",
polisi korban tewas pembunuhan,TF,1,9781,0.5552252320230577,4,1.0,"  Masyarakat Desa Taja Indah, Kecamatan Betung, Banyuasin, Sumatera Selatan, gempar dengan penemuan mayat warganya, Mardinator alias Ligat (30) di kebun karet. Polisi menduga korban tewas karena tinda",
polisi korban tewas pembunuhan,TF,2,9897,0.46798548766672954,4,1.0,"  Sehari usai kejadian, polisi meringkus pelaku pembunuhan dan penganiayaan pasangan suami istri Sukadi (37) dan Erika (25). Pelaku Irawan (37) terancam 15 tahun penjara. Pelaku diamankan dalam persem",
polisi korban tewas pembunuhan,TF,3,5778,0.43668878079682955,3,0.75,"  RLU alias Romy (44), warga Jalan Hati Mulia Kelurahan Oebobo, Kecamatan Oebobo, Kota Kupang ditemukan tewas membusuk di rumahnya, Kamis (29/4). Saat ditemukan, kondisi tubuh korban sudah membengkak ",
polisi korban tewas pembunuhan,TF,4,7221,0.43578776856227464,4,1.0,"  SJ (17) ditemukan tewas di pinggir rel Stasiun Cikampek, dengan penuh luka dan leher terikat sabuk yang diikat di tiang. Setelah dilakukan penyelidikan, polisi menangkap pelaku yang juga teman korba",
polisi korban tewas pembunuhan,TF,5,9900,0.42735216172364227,3,0.75,"  Warga Desa Makarti Tama, Kecamatan Peninjauan, Ogan Komering Ulu (OKU), Sumatera Selatan, gempar dengan aksi pembunuhan yang terjadi di sekitarnya. Pasangan suami istri mengalami luka akibat diseran",
polisi korban tewas pembunuhan,TF,6,9802,0.4272103469668725,3,0.75,"  Polisi meringkus Sahrudin (44), pelaku penganiayaan istri siri secara brutal di Banyuasin, Sumatera Selatan. Kedua kakinya ditembak petugas karena melawan saat diamankan. Pelaku ditangkap tak jauh d",
polisi korban tewas pembunuhan,TF,7,9225,0.41803980857497064,3,0.75,"  Warga Desa Padaelo, Kecamatan Mallawa, Kabupaten Maros digegerkan penemuan mayat pria dalam kondisi terbakar di jalan setapak Bukit Kemiri Tompo Ladang, Jumat (11/6). Jasad itu diduga korban pembunu",
polisi korban tewas pembunuhan,TF,8,5580,0.4179984000454673,3,0.75,"  DT alias Damaris (34), seorang ibu rumah tangga asal Dusun III, Desa Oenuntono, Kecamatan Amabi Oefeto Timur, Kabupaten Kupang, Nusa Tenggara Timur ditemukan tewas gantung diri dengan tali nilon di ",
polisi korban tewas pembunuhan,TF,9,12014,0.4114425116728958,4,1.0,"  Tim Opsnal Serigala Polres Lebak menciduk seorang pria berinisial SR (51). Petani asal Lebak itu ditangkap polisi karena diduga telah membunuh temannya, Jamingan. Kabid Humas Polda Banten AKBP Shint",
polisi korban tewas pembunuhan,TF,10,13316,0.4105163539741417,2,0.5,"  Seorang wanita muda berusia 20 tahun di Samarinda, Kalimantan Timur, jadi korban pemerkosaan pria dia kenal di MiChat. Korban sempat dikira wanita diajak kencan alias open BO (Booking Out). Peristiw",
polisi korban tewas pembunuhan,TF-IDF,1,9781,0.399642360021437,4,1.0,"  Masyarakat Desa Taja Indah, Kecamatan Betung, Banyuasin, Sumatera Selatan, gempar dengan penemuan mayat warganya, Mardinator alias Ligat (30) di kebun karet. Polisi menduga korban tewas karena tinda",
polisi korban tewas pembunuhan,TF-IDF,2,9897,0.3782636002076187,4,1.0,"  Sehari usai kejadian, polisi meringkus pelaku pembunuhan dan penganiayaan pasangan suami istri Sukadi (37) dan Erika (25). Pelaku Irawan (37) terancam 15 tahun penjara. Pelaku diamankan dalam persem",
polisi korban tewas pembunuhan,TF-IDF,3,9899,0.3489862687002436,3,0.75,"  Warga bernama Sukadi (37) tewas di tempat dan istrinya Erika (25) mengalami banyak luka akibat dianiaya tetangganya sendiri, Irawan (37). Motif pembunuhan dilatarbelakangi dendam. Kasubag Humas Polr",
polisi korban tewas pembunuhan,TF-IDF,4,9900,0.3450413724197879,3,0.75,"  Warga Desa Makarti Tama, Kecamatan Peninjauan, Ogan Komering Ulu (OKU), Sumatera Selatan, gempar dengan aksi pembunuhan yang terjadi di sekitarnya. Pasangan suami istri mengalami luka akibat diseran",
polisi korban tewas pembunuhan,TF-IDF,5,9673,0.3403091559079109,4,1.0,"  Warga Desa Lubuk Harjo, Kecamatan Belitang Madang Jaya, Ogan Komering Ulu (OKU) Timur, Sumatera Selatan, geger dengan adanya tindak pidana pembunuhan yang dialami seorang ibu rumah tangga Asmiana (3",
polisi korban tewas pembunuhan,TF-IDF,6,12231,0.32606726950635323,3,0.75,  Satuan Reserse Kriminal Polresta Jayapura menangkap pelaku pembunuhan terhadap Nasruddin alias Acik (44). Peristiwa tersebut terjadi pada Senin (28/6) sekitar pukul 21.30 WIT. Pelaku diketahui berin,
polisi korban tewas pembunuhan,TF-IDF,7,7228,0.3245705599887129,4,1.0,"  Oon (55), warga Kamurang, Desa Jatimulya, Kecamatan Pedes, Karawang, tewas dalam kondisi bersimbah darah akibat luka bacok. Janda anak tiga itu, meregang nyawa sekira pukul 01.00 WIB, Rabu (5/2) din",
polisi korban tewas pembunuhan,TF-IDF,8,7105,0.3129521431192909,4,1.0,"  Mayat wanita tanpa identitas ditemukan warga di Jalan Kampung Buher, Kelurahan Karangpawitan, Kecamatan Karawang Barat, Senin (15/3) pagi. Diduga, jasad perempuan itu merupakan korban pembunuhan dib",
polisi korban tewas pembunuhan,TF-IDF,9,9680,0.30975860248685544,4,1.0,"  Tak terima ditampar di depan banyak orang, Irawan (26), nekat membunuh seorang remaja, Hazri Junani (19). Satu setengah bulan buron, pelaku akhirnya ditangkap polisi. Peristiwa itu bermula ketika ke",
polisi korban tewas pembunuhan,TF-IDF,10,9127,0.30934256787280967,3,0.75,"  Warga Jalan Tamangapa, Kecamatan Manggala, Makassar digegerkan penemuan mayat pria di dalam selokan, Selasa (13/7). Mayat tersebut diduga korban pembunuhan yang dibuang di bawah jembatan saluran air",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),1,11594,0.9349221638274645,2,0.5,"  Aparat Kepolisian Resor (Polres) Majalengka, Jawa Barat, menangkap tiga anggota geng motor penganiaya warga yang mengalami luka di sekujur tubuh. ""Kami tangkap tiga anggota geng motor yang melakukan",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),2,8173,0.9245875446948545,3,0.75,"  Unjuk rasa berlanjut pada hari keempat mengecam dugaan pemerkosaan massal, pembunuhan, dan kremasi paksa seorang bocah perempuan berusia sembilan tahun di ibu kota India, Delhi. Orang tua korban men",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),3,9680,0.9244582130247362,4,1.0,"  Tak terima ditampar di depan banyak orang, Irawan (26), nekat membunuh seorang remaja, Hazri Junani (19). Satu setengah bulan buron, pelaku akhirnya ditangkap polisi. Peristiwa itu bermula ketika ke",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),4,9900,0.9234911058531605,3,0.75,"  Warga Desa Makarti Tama, Kecamatan Peninjauan, Ogan Komering Ulu (OKU), Sumatera Selatan, gempar dengan aksi pembunuhan yang terjadi di sekitarnya. Pasangan suami istri mengalami luka akibat diseran",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),5,7104,0.9216542516430005,3,0.75,"  Seorang warga di Kecamatan Rawamerta, Kabupaten Karawang, Jawa Barat, berinisial MS (41) dikabarkan tewas bunuh diri dengan senjata api (senpi), Selasa (16/3) dini hari. Kasus itu masih diselidiki p",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),6,9225,0.9215713513149815,3,0.75,"  Warga Desa Padaelo, Kecamatan Mallawa, Kabupaten Maros digegerkan penemuan mayat pria dalam kondisi terbakar di jalan setapak Bukit Kemiri Tompo Ladang, Jumat (11/6). Jasad itu diduga korban pembunu",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),7,10252,0.9212298989008948,2,0.5,"  Dua tersangka pelaku pembunuhan terhadap Siti Zahra (19) di Cisauk, Kabupaten Tangerang, yakni DS (20 dan US (42), menjalani rekonstruksi, Selasa (13/7). Mereka memperagakan adegan menjemput, mengha",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),8,5476,0.9174902062901951,1,0.25,"  Kepolisian Resor Aceh Utara menangkap pria berinisial S (23). Dia diduga memerkosa remaja 15 tahun hingga hamil tujuh bulan. Kasat Reskrim Polres Aceh Utara AKP Fauzi mengatakan, pria itu ditangkap ",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),9,12014,0.9157737448410728,4,1.0,"  Tim Opsnal Serigala Polres Lebak menciduk seorang pria berinisial SR (51). Petani asal Lebak itu ditangkap polisi karena diduga telah membunuh temannya, Jamingan. Kabid Humas Polda Banten AKBP Shint",
polisi korban tewas pembunuhan,Word2Vec (TF-IDF weighted),10,9640,0.9143962611358513,2,0.5,"  Gara-gara petai, seorang ibu rumah tangga bernama Eka Noviati (47) menjadi bulan-bulanan suaminya sendiri. Pelaku, Heriyanto (47) ditangkap polisi setelah korban melapor. Peristiwa itu terjadi di ke",
polisi korban tewas pembunuhan,QL (No Smoothing),1,9781,-14.049638484658145,4,1.0,"  Masyarakat Desa Taja Indah, Kecamatan Betung, Banyuasin, Sumatera Selatan, gempar dengan penemuan mayat warganya, Mardinator alias Ligat (30) di kebun karet. Polisi menduga korban tewas karena tinda",
polisi korban tewas pembunuhan,QL (No Smoothing),2,9700,-15.057222982772807,4,1.0,  Tiga di antara lima pelaku pemerkosaan dan pembunuhan terhadap seorang perempuan berinisial R (28) di Musi Banyuasin ditangkap polisi. Mereka terancam hukuman mati atas perbuatannya. Ketiga pelaku A,
polisi korban tewas pembunuhan,QL (No Smoothing),3,9897,-15.25133654966264,4,1.0,"  Sehari usai kejadian, polisi meringkus pelaku pembunuhan dan penganiayaan pasangan suami istri Sukadi (37) dan Erika (25). Pelaku Irawan (37) terancam 15 tahun penjara. Pelaku diamankan dalam persem",
polisi korban tewas pembunuhan,QL (No Smoothing),4,7228,-15.366719884716993,4,1.0,"  Oon (55), warga Kamurang, Desa Jatimulya, Kecamatan Pedes, Karawang, tewas dalam kondisi bersimbah darah akibat luka bacok. Janda anak tiga itu, meregang nyawa sekira pukul 01.00 WIB, Rabu (5/2) din",
polisi korban tewas pembunuhan,QL (No Smoothing),5,7221,-15.552188177724544,4,1.0,"  SJ (17) ditemukan tewas di pinggir rel Stasiun Cikampek, dengan penuh luka dan leher terikat sabuk yang diikat di tiang. Setelah dilakukan penyelidikan, polisi menangkap pelaku yang juga teman korba",
polisi korban tewas pembunuhan,QL (No Smoothing),6,9836,-15.910236263900025,4,1.0,"  Hanya gara-gara disalip, sejumlah petani nekat membunuh pemotor bernama Sudirman (25). Tiap hari merasa dihantui, salah seorang pelaku bernama Rian Hidayat (39) akhirnya menyerahkan diri ke kantor p",
polisi korban tewas pembunuhan,QL (No Smoothing),7,9680,-16.13276763900547,4,1.0,"  Tak terima ditampar di depan banyak orang, Irawan (26), nekat membunuh seorang remaja, Hazri Junani (19). Satu setengah bulan buron, pelaku akhirnya ditangkap polisi. Peristiwa itu bermula ketika ke",
